Timestamp,PM2.5_Actual
2025-03-28 19:01:16,26.5
2025-03-28 20:01:16,25.3
2025-03-28 21:01:16,27.8
2025-03-28 22:01:16,28.2
2025-03-28 23:01:16,30.1
